ID,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
2375,33,80,0.75,0.0625,0.1875,10.1018,8.6588,9.2888,90.0046,90.0018,90.001,,
2376,227,40,0.4375,0.5625,0,9.7033,5.6831,14.3978,96.9425,98.1463,31.3835,,
2377,194,80,0.375,0.625,0,6.2619,6.2619,23.8166,90.0165,89.9999,119.9993,,
2378,194,80,0.0938,0.375,0.5312,6.7454,6.745,24.7117,90.0051,89.9979,119.9886,,
2379,227,40,0.5,0.5,0,9.9492,5.7608,14.1892,90.7074,90.8216,30.2868,,
2380,206,80,0,0.2812,0.7188,10.041,10.041,10.041,90.0018,90.0016,89.9975,,
2381,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,,
2382,12,80,0.2812,0.3125,0.4062,24.5221,6.3164,6.236,89.9999,104.8685,90.0001,,
2383,206,80,0.375,0.2812,0.3438,9.5513,9.551,9.5511,90.0025,90.0028,89.9974,,
2384,227,40,0.0625,0.3125,0.625,10.7756,6.2196,14.8766,84.3355,83.4255,30.9387,,
2385,194,80,0.7188,0.0312,0.25,6.3412,6.3408,23.8796,90.0127,90.0129,119.9989,,
2386,227,40,0.625,0.25,0.125,10.0448,5.8136,14.0986,89.4946,89.4201,30.2453,,
2387,167,30,0.6667,0.3333,0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,,
2388,206,80,0.2188,0.0312,0.75,9.977,9.9768,9.9771,90.0008,90.0011,89.9991,,
2389,227,40,0.25,0.3125,0.4375,10.1024,5.956,14.8018,97.137,98.4229,31.9917,,
2390,206,80,0.4062,0.3438,0.25,9.4551,9.4548,9.4548,90.003,90.0032,89.9969,,
2391,227,40,0.4375,0.1875,0.375,10.3597,5.9974,14.6133,87.3948,86.9942,30.2741,,
2392,206,80,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,,
2393,33,40,0,0.5625,0.4375,5.3649,9.1675,9.7872,89.9981,89.9993,90.0002,,
2394,167,30,0.25,0.75,0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,,
2395,227,40,0.8125,0.0625,0.125,5.8122,5.8122,14.2241,90.0273,89.9798,120.0027,,
2396,194,80,0.5625,0.4375,0,6.2031,6.203,23.6756,90.0189,89.9981,120.0017,,
2397,194,80,0.5312,0.4688,0,6.2128,6.2127,23.6991,90.0189,89.9983,120.0013,,
2398,33,40,0.75,0.25,0,4.9469,8.5014,9.1298,90.0038,90.0023,90.0015,,
2399,167,30,0.4167,0.5833,0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,,
2400,206,80,0.4375,0.5625,0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,,
